Région,Type de sol,pH du sol,Pluviométrie (mm/an),Température (°C),Irrigation,Budget disponible (MAD/ha),Prix (MAD/kg),Rendement (kg/ha),Période de plantation,Durée de culture (mois),Sensibilité au climat,Bénéfice estimé (MAD/ha),Culture recommandée
Fès,Argileux,6.44,437.6,15.2,Oui,18866.34,10.22,17322.61,Mai - Juin,5.6,Forte,123925.95,Lentilles
Rabat,Argileux,6.69,487.6,17.1,Oui,10737.05,8.53,20512.34,Toute l’année,4.2,Moyenne,122479.18,Lentilles
Meknès,Limoneux,6.27,496.3,17.9,Oui,15784.61,10.48,19255.68,Mai - Juin,5.7,Faible,141259.67,Lentilles
Agadir,Argileux,6.43,434.4,18.8,Non,14704.7,9.09,20230.94,Septembre - Octobre,3.2,Forte,128729.47,Lentilles
Agadir,Argileux,6.1,361.7,18.2,Non,19946.83,7.29,14840.31,Mai - Juin,4.9,Forte,75730.1,Lentilles
Fès,Limoneux,6.16,317.1,16.7,Non,18336.42,3.54,21166.86,Toute l’année,4.9,Faible,52451.48,Lentilles
Ouarzazate,Argileux,6.27,423.8,15.2,Oui,16398.51,8.36,19784.37,Toute l’année,4.2,Moyenne,115778.13,Lentilles
Agadir,Sableux,6.88,303.1,16.6,Non,19944.72,6.33,17013.17,Septembre - Octobre,3.8,Moyenne,75385.36,Lentilles
Ouarzazate,Sableux,6.15,356.2,15.1,Oui,21739.53,8.33,18614.33,Mars - Avril,4.1,Forte,108540.16,Lentilles
Agadir,Sableux,6.08,467.6,18.9,Non,15262.63,6.85,16897.74,Mars - Avril,4.4,Forte,81024.66,Lentilles
Ouarzazate,Sableux,6.88,370.8,19.6,Oui,20639.1,9.15,17432.26,Mai - Juin,3.2,Moyenne,111653.63,Lentilles
Rabat,Argileux,6.09,303.0,17.4,Oui,16159.5,8.43,10405.85,Toute l’année,5.3,Faible,61404.92,Lentilles
Ouarzazate,Limoneux,6.65,498.2,17.9,Non,21338.12,7.75,19400.95,Mai - Juin,4.6,Forte,105250.15,Lentilles
Fès,Argileux,6.54,411.8,17.5,Non,13748.33,7.98,21343.6,Mars - Avril,3.6,Moyenne,119225.35,Lentilles
Meknès,Sableux,6.55,351.7,16.5,Non,18743.39,6.95,15554.87,Mai - Juin,4.4,Faible,75674.44,Lentilles
Fès,Argileux,6.46,457.7,16.4,Non,20181.78,9.54,16758.51,Septembre - Octobre,4.3,Moyenne,111913.33,Lentilles
Rabat,Sableux,6.17,355.0,16.9,Oui,21258.83,9.21,19703.47,Toute l’année,5.5,Faible,127028.27,Lentilles
Ouarzazate,Argileux,6.85,475.8,15.3,Non,16354.91,9.19,18585.57,Mai - Juin,4.1,Faible,119560.97,Lentilles
Fès,Argileux,6.64,499.5,15.8,Non,19867.61,6.89,25048.07,Mai - Juin,5.4,Forte,120806.84,Lentilles
Meknès,Argileux,6.48,448.1,15.4,Non,19254.93,9.95,17893.46,Septembre - Octobre,3.3,Forte,124627.95,Lentilles
Rabat,Argileux,6.5,481.3,15.4,Non,20176.83,4.49,15639.26,Toute l’année,3.1,Forte,49154.19,Lentilles
Meknès,Sableux,6.91,360.3,18.9,Non,20702.13,7.23,22486.12,Septembre - Octobre,5.9,Moyenne,113802.25,Lentilles
Rabat,Limoneux,6.14,300.8,16.7,Oui,22450.12,7.55,16489.03,Septembre - Octobre,5.4,Forte,87144.52,Lentilles
Fès,Limoneux,6.58,477.2,18.0,Oui,11345.32,6.66,18019.3,Mai - Juin,6.0,Moyenne,84005.98,Lentilles
Agadir,Sableux,6.69,313.4,19.5,Oui,10929.32,6.94,16908.83,Toute l’année,4.3,Faible,82143.1,Lentilles
Rabat,Sableux,6.39,387.2,18.4,Oui,17778.12,6.94,11248.68,Septembre - Octobre,5.1,Moyenne,54646.09,Lentilles
Fès,Argileux,6.2,487.8,16.5,Non,23120.84,8.07,19279.84,Mai - Juin,5.2,Forte,108911.82,Lentilles
Agadir,Argileux,6.57,315.6,18.3,Oui,19401.97,3.5,17811.78,Mars - Avril,4.1,Moyenne,43638.86,Lentilles
Ouarzazate,Limoneux,6.28,499.1,19.8,Oui,16501.79,9.51,19896.2,Septembre - Octobre,5.0,Faible,132449.0,Lentilles
Meknès,Limoneux,6.71,490.7,16.1,Oui,15333.11,4.29,20770.16,Mars - Avril,3.7,Faible,62372.79,Lentilles
Agadir,Limoneux,6.38,380.7,18.0,Non,17781.7,8.25,16427.31,Septembre - Octobre,5.6,Faible,94867.72,Lentilles
Fès,Sableux,6.37,327.3,15.1,Non,22712.69,8.12,16591.67,Toute l’année,5.5,Moyenne,94307.05,Lentilles
Rabat,Limoneux,6.67,434.9,19.3,Oui,19897.23,7.38,18154.84,Toute l’année,5.3,Moyenne,93787.9,Lentilles
Fès,Limoneux,6.23,373.1,19.3,Oui,20703.46,7.66,13625.67,Mai - Juin,5.1,Faible,73060.84,Lentilles
Ouarzazate,Limoneux,6.42,425.6,17.7,Non,18917.24,7.42,17761.8,Septembre - Octobre,4.0,Forte,92254.79,Lentilles
Ouarzazate,Sableux,6.79,304.2,18.0,Non,6961.49,11.67,13461.38,Mai - Juin,4.8,Faible,109966.01,Lentilles
Fès,Argileux,6.47,344.8,17.5,Non,19044.25,10.7,12736.73,Septembre - Octobre,5.7,Moyenne,95398.11,Lentilles
Ouarzazate,Argileux,6.17,464.9,16.5,Oui,18094.77,5.68,16659.27,Septembre - Octobre,4.0,Moyenne,66237.26,Lentilles
Fès,Limoneux,6.95,319.5,15.3,Non,17145.85,10.37,17332.97,Septembre - Octobre,3.1,Forte,125820.03,Lentilles
Ouarzazate,Sableux,6.36,319.0,19.6,Oui,15650.82,7.53,17563.81,Mars - Avril,5.9,Moyenne,92578.84,Lentilles
Ouarzazate,Sableux,6.9,409.3,15.3,Non,26488.83,8.68,20687.92,Mars - Avril,5.3,Moyenne,125699.8,Lentilles
Fès,Sableux,6.97,476.8,18.4,Oui,24545.42,8.46,16014.48,Toute l’année,3.0,Faible,94837.75,Lentilles
Ouarzazate,Sableux,6.69,356.1,15.7,Non,18671.8,7.46,15679.83,Toute l’année,5.9,Moyenne,81880.07,Lentilles
Agadir,Sableux,6.66,492.5,16.1,Non,12843.26,8.45,18466.54,Mars - Avril,4.6,Faible,109229.58,Lentilles
Meknès,Argileux,6.12,484.9,15.1,Oui,17129.17,7.33,21693.3,Mai - Juin,3.6,Faible,111308.32,Lentilles
Agadir,Argileux,6.47,359.3,19.7,Oui,20994.34,7.2,17633.51,Mars - Avril,4.5,Forte,88872.89,Lentilles
Rabat,Argileux,6.13,488.1,15.7,Oui,14998.68,6.25,18123.66,Septembre - Octobre,3.9,Moyenne,79291.01,Lentilles
Agadir,Argileux,6.1,380.1,17.8,Non,25607.18,9.56,22076.57,Mars - Avril,4.5,Forte,147736.41,Lentilles
Meknès,Argileux,6.98,473.0,18.2,Oui,15792.02,7.67,19161.08,Toute l’année,3.8,Moyenne,102875.84,Lentilles
Fès,Sableux,6.47,490.7,19.5,Oui,21558.25,6.29,20308.24,Mai - Juin,3.5,Moyenne,89417.18,Lentilles
Meknès,Argileux,6.89,317.4,17.5,Oui,19355.08,7.49,12255.15,Mars - Avril,3.5,Moyenne,64253.75,Lentilles
Agadir,Argileux,6.24,429.6,15.8,Oui,20810.62,8.01,13634.95,Septembre - Octobre,5.4,Faible,76451.16,Lentilles
Meknès,Sableux,6.85,377.0,15.0,Non,20733.61,8.98,20781.3,Toute l’année,3.3,Forte,130631.25,Lentilles
Ouarzazate,Argileux,6.53,303.3,16.7,Non,13914.3,10.66,13705.77,Toute l’année,3.6,Forte,102272.46,Lentilles
Meknès,Sableux,6.52,320.6,16.7,Oui,18760.16,6.68,14681.88,Septembre - Octobre,5.0,Forte,68652.47,Lentilles
Rabat,Limoneux,6.3,457.3,17.8,Non,26897.41,7.92,19252.98,Septembre - Octobre,5.1,Faible,106738.52,Lentilles
Rabat,Limoneux,6.11,340.5,29.3,Oui,17144.47,8.09,18767.39,Toute l’année,3.2,Moyenne,106279.73,Pastèque
Rabat,Limoneux,6.75,368.4,27.0,Oui,18048.8,8.56,23344.51,Mai - Juin,4.3,Faible,139880.3,Pastèque
Rabat,Argileux,6.44,397.1,23.7,Non,16156.67,11.65,17315.02,Mars - Avril,5.0,Faible,141203.99,Pastèque
Agadir,Argileux,6.61,333.1,25.2,Oui,18278.14,12.73,18356.29,Mai - Juin,4.1,Moyenne,163572.9,Pastèque
Agadir,Limoneux,6.98,222.6,23.0,Non,15815.43,5.34,21905.47,Mars - Avril,5.7,Moyenne,81882.65,Pastèque
Agadir,Sableux,6.53,217.6,28.7,Non,22206.72,7.39,17423.37,Mai - Juin,5.3,Faible,90131.09,Pastèque
Meknès,Argileux,6.79,274.0,26.5,Oui,15950.25,7.26,18575.5,Septembre - Octobre,4.9,Faible,94400.69,Pastèque
Fès,Argileux,6.37,215.2,29.5,Non,15648.18,9.91,17372.34,Toute l’année,5.6,Moyenne,120511.92,Pastèque
Agadir,Limoneux,6.22,289.3,26.6,Non,23130.88,10.44,18794.95,Toute l’année,3.7,Faible,137353.49,Pastèque
Meknès,Limoneux,6.96,202.8,28.6,Non,20605.49,6.13,17687.94,Mars - Avril,4.1,Forte,75898.95,Pastèque
Rabat,Sableux,6.95,265.1,27.2,Oui,14356.81,9.12,16302.23,Toute l’année,5.0,Faible,104073.44,Pastèque
Ouarzazate,Argileux,6.32,210.8,27.8,Oui,16405.75,8.39,18322.75,Septembre - Octobre,4.7,Moyenne,107609.51,Pastèque
Ouarzazate,Sableux,6.8,367.1,23.3,Oui,16865.96,6.99,16016.57,Mars - Avril,4.8,Forte,78369.08,Pastèque
Agadir,Limoneux,6.18,202.0,27.0,Oui,26946.19,8.33,15310.05,Mai - Juin,4.7,Moyenne,89272.9,Pastèque
Rabat,Argileux,6.91,217.0,22.4,Non,13592.18,8.96,16503.16,Mars - Avril,3.8,Forte,103507.82,Pastèque
Ouarzazate,Argileux,6.46,374.7,27.3,Oui,11142.54,6.03,19654.62,Mars - Avril,3.8,Forte,82962.15,Pastèque
Meknès,Argileux,6.96,346.2,29.3,Non,21948.84,10.13,18038.86,Septembre - Octobre,5.8,Forte,127913.56,Pastèque
Ouarzazate,Argileux,6.02,274.7,23.7,Non,22660.76,9.32,19851.48,Mai - Juin,5.1,Forte,129511.06,Pastèque
Ouarzazate,Limoneux,7.0,369.3,22.4,Non,19192.74,13.41,23582.64,Toute l’année,3.6,Moyenne,221370.24,Pastèque
Rabat,Argileux,6.68,369.9,29.2,Oui,22366.22,9.21,22427.5,Toute l’année,3.8,Faible,144590.09,Pastèque
Ouarzazate,Limoneux,6.51,287.5,24.7,Oui,20798.2,9.46,26563.1,Toute l’année,5.1,Forte,175900.85,Pastèque
Ouarzazate,Sableux,6.62,217.0,28.0,Oui,11879.13,6.52,18575.53,Mai - Juin,3.0,Moyenne,84778.72,Pastèque
Ouarzazate,Argileux,6.43,240.6,22.8,Non,18138.82,6.27,14597.55,Mars - Avril,4.5,Forte,64068.65,Pastèque
Agadir,Limoneux,6.07,359.9,29.2,Oui,16029.65,7.01,18957.93,Mai - Juin,5.2,Forte,93026.56,Pastèque
Meknès,Limoneux,6.84,295.8,24.3,Non,11045.34,8.5,20738.82,Toute l’année,3.6,Moyenne,123395.98,Pastèque
Agadir,Argileux,6.53,291.1,22.2,Oui,20934.81,9.17,21362.05,Toute l’année,3.7,Moyenne,137123.0,Pastèque
Agadir,Limoneux,6.43,202.5,24.9,Non,19566.92,8.05,24404.98,Mai - Juin,3.9,Moyenne,137522.06,Pastèque
Rabat,Sableux,6.78,334.8,23.2,Oui,10883.22,7.18,20344.06,Septembre - Octobre,3.7,Moyenne,102249.25,Pastèque
Ouarzazate,Limoneux,6.28,348.4,26.6,Oui,16294.7,8.47,18880.44,Mars - Avril,3.7,Forte,111942.13,Pastèque
Fès,Limoneux,6.05,356.7,25.9,Non,14149.02,7.49,18143.35,Toute l’année,4.6,Moyenne,95125.58,Pastèque
Fès,Limoneux,6.32,361.0,26.0,Oui,20395.84,11.3,14810.52,Toute l’année,3.6,Faible,117151.21,Pastèque
Meknès,Argileux,6.43,361.8,22.7,Non,19902.22,8.86,21004.91,Mai - Juin,3.5,Faible,130272.45,Pastèque
Agadir,Limoneux,6.86,321.8,25.8,Oui,19083.25,6.69,23219.01,Mars - Avril,5.9,Moyenne,108734.62,Pastèque
Meknès,Limoneux,6.71,246.8,22.4,Oui,20761.24,7.21,16858.88,Toute l’année,5.6,Moyenne,85086.77,Pastèque
Meknès,Limoneux,6.47,377.5,26.3,Non,21960.97,6.4,21721.79,Mai - Juin,5.6,Forte,97313.62,Pastèque
Ouarzazate,Sableux,6.63,237.6,29.5,Oui,18304.03,8.89,19923.74,Septembre - Octobre,4.7,Faible,123985.43,Pastèque
Rabat,Sableux,6.33,387.3,22.6,Oui,16841.71,6.09,18375.35,Mai - Juin,5.1,Faible,78334.12,Pastèque
Ouarzazate,Limoneux,6.85,205.1,27.9,Oui,10644.29,8.66,16496.38,Septembre - Octobre,3.1,Moyenne,100001.06,Pastèque
Rabat,Sableux,6.95,334.5,29.1,Non,19441.51,6.11,24408.96,Septembre - Octobre,5.6,Faible,104397.12,Pastèque
Ouarzazate,Argileux,6.58,315.4,28.4,Non,18628.04,7.2,21350.62,Toute l’année,3.3,Moyenne,107607.12,Pastèque
Meknès,Argileux,6.04,226.3,23.8,Oui,6933.78,8.48,20516.65,Septembre - Octobre,4.0,Moyenne,121786.83,Pastèque
Fès,Sableux,6.07,370.6,23.4,Oui,17446.16,3.7,18461.77,Mars - Avril,5.1,Faible,47815.98,Pastèque
Meknès,Limoneux,6.87,394.7,22.0,Non,24382.31,9.89,14071.25,Toute l’année,4.6,Moyenne,97415.26,Pastèque
Ouarzazate,Limoneux,6.59,341.1,25.9,Oui,17976.63,7.93,16380.46,Mars - Avril,3.6,Faible,90927.93,Pastèque
Agadir,Sableux,6.19,202.9,23.9,Non,13828.47,8.16,16942.07,Mai - Juin,4.5,Faible,96773.1,Pastèque
Ouarzazate,Limoneux,6.48,238.8,23.6,Oui,17263.14,6.3,14295.84,Mars - Avril,3.7,Moyenne,63044.65,Pastèque
Ouarzazate,Sableux,6.73,369.6,23.9,Oui,18074.36,12.74,16264.61,Toute l’année,4.6,Faible,145047.79,Pastèque
Rabat,Argileux,6.01,270.8,23.1,Oui,10517.81,8.74,21263.35,Mars - Avril,5.1,Moyenne,130089.18,Pastèque
Ouarzazate,Argileux,6.89,219.4,27.8,Non,21629.31,8.52,22577.93,Septembre - Octobre,4.8,Forte,134654.77,Pastèque
Fès,Limoneux,6.87,365.2,22.8,Non,9817.39,4.98,14465.36,Septembre - Octobre,4.4,Faible,50426.24,Pastèque
Rabat,Limoneux,6.34,376.7,28.8,Non,22258.99,10.39,12031.54,Mars - Avril,3.3,Forte,87505.39,Pastèque
Ouarzazate,Argileux,6.25,362.6,26.9,Non,14396.32,7.54,23518.27,Septembre - Octobre,5.2,Moyenne,124129.43,Pastèque
Fès,Limoneux,6.84,300.2,28.9,Non,17432.12,12.57,18571.79,Mai - Juin,3.2,Faible,163413.18,Pastèque
Fès,Limoneux,6.69,393.5,26.0,Oui,16370.81,10.06,16106.19,Mai - Juin,3.3,Faible,113419.79,Pastèque
Meknès,Sableux,6.81,211.5,24.5,Oui,15954.97,5.91,16707.88,Mai - Juin,4.8,Forte,69120.5,Pastèque
Rabat,Sableux,6.0,287.3,28.4,Non,10287.94,9.07,12827.65,Septembre - Octobre,4.2,Moyenne,81442.75,Pastèque
Rabat,Limoneux,6.76,321.9,27.6,Oui,14905.52,7.26,19213.06,Toute l’année,4.2,Forte,97640.77,Pastèque
Rabat,Limoneux,6.7,207.1,25.2,Non,18349.66,2.61,18828.31,Toute l’année,5.2,Forte,34399.32,Pastèque
Fès,Limoneux,6.83,322.0,25.1,Oui,15552.54,9.45,20956.93,Toute l’année,3.5,Moyenne,138630.09,Pastèque
Fès,Sableux,6.62,276.9,24.7,Non,16833.35,11.2,17165.68,Septembre - Octobre,4.6,Moyenne,134578.93,Pastèque
Rabat,Argileux,6.58,256.9,27.1,Non,14194.4,8.77,26622.8,Septembre - Octobre,5.3,Forte,163437.37,Pastèque
Ouarzazate,Limoneux,6.47,341.1,25.0,Non,24801.46,6.72,20567.91,Mars - Avril,5.3,Forte,96751.45,Pastèque
Rabat,Limoneux,6.64,219.4,23.4,Oui,23384.57,5.04,15504.76,Toute l’année,5.7,Forte,54700.79,Pastèque
Agadir,Sableux,6.14,263.3,29.9,Non,13231.54,6.7,16058.43,Mars - Avril,4.6,Moyenne,75314.04,Pastèque
Agadir,Sableux,6.99,259.4,25.9,Oui,14276.81,12.05,14611.16,Toute l’année,3.7,Faible,123245.13,Pastèque
Rabat,Limoneux,6.57,301.1,22.3,Oui,14255.57,9.14,18878.62,Mars - Avril,4.5,Faible,120785.41,Pastèque
Rabat,Sableux,6.64,285.7,29.3,Oui,9478.16,6.43,21313.73,Mars - Avril,4.7,Moyenne,95933.1,Pastèque
Rabat,Limoneux,6.64,258.5,26.1,Non,14251.3,8.61,19462.41,Mars - Avril,5.3,Faible,117299.95,Pastèque
Rabat,Limoneux,6.52,258.5,22.1,Non,15288.55,6.42,20133.56,Septembre - Octobre,5.4,Forte,90480.22,Pastèque
Ouarzazate,Sableux,6.82,246.9,23.3,Non,18801.99,7.58,20954.05,Mars - Avril,4.6,Faible,111182.19,Pastèque
Agadir,Limoneux,6.89,217.4,23.7,Oui,15794.2,7.29,19791.34,Toute l’année,3.6,Faible,100995.21,Pastèque
Fès,Sableux,6.34,315.0,29.0,Oui,25310.13,6.23,18908.46,Toute l’année,5.2,Moyenne,82459.79,Pastèque
Agadir,Argileux,6.92,256.5,28.7,Oui,28924.71,10.01,16173.28,Mai - Juin,5.1,Forte,113326.17,Pastèque
Rabat,Sableux,6.78,324.1,26.0,Oui,15021.92,7.66,15277.84,Mai - Juin,3.1,Forte,81919.78,Pastèque
Ouarzazate,Sableux,6.52,377.2,25.9,Non,22614.07,8.24,12233.83,Septembre - Octobre,5.4,Faible,70564.73,Pastèque
Ouarzazate,Argileux,6.65,333.3,26.1,Non,16228.84,7.41,24966.75,Mai - Juin,4.0,Faible,129502.53,Pastèque
Fès,Argileux,6.77,384.0,27.8,Oui,9965.56,4.6,20328.9,Toute l’année,5.6,Faible,65459.06,Pastèque
Meknès,Limoneux,6.25,342.0,26.3,Oui,7095.53,7.12,11432.42,Mai - Juin,5.2,Moyenne,56979.18,Pastèque
Agadir,Argileux,6.65,235.3,22.3,Oui,18865.92,11.99,21092.53,Mars - Avril,4.7,Forte,177029.6,Pastèque
Agadir,Limoneux,6.35,305.2,26.9,Oui,12920.9,7.63,20553.7,Mai - Juin,4.1,Forte,109777.31,Pastèque
Agadir,Limoneux,6.36,253.1,24.7,Oui,15531.29,10.62,17808.35,Mars - Avril,3.1,Faible,132387.27,Pastèque
Agadir,Limoneux,6.96,252.7,27.9,Oui,19131.62,6.55,19862.44,Septembre - Octobre,3.6,Forte,91069.29,Pastèque
Meknès,Limoneux,6.93,285.3,24.2,Non,11444.99,11.24,23537.5,Toute l’année,5.0,Faible,185193.05,Pastèque
Ouarzazate,Limoneux,6.51,233.4,22.8,Oui,18538.7,8.54,14297.9,Toute l’année,3.4,Forte,85472.85,Pastèque
Meknès,Limoneux,6.16,354.3,24.4,Non,19095.02,7.63,19234.06,Toute l’année,3.9,Faible,102729.11,Pastèque
Fès,Limoneux,6.78,280.9,25.0,Non,18731.81,4.61,14041.48,Mai - Juin,5.1,Moyenne,45311.86,Pastèque
Rabat,Sableux,6.22,309.1,28.7,Non,12372.06,12.3,18378.38,Toute l’année,4.2,Faible,158237.85,Pastèque
Agadir,Argileux,6.24,292.8,23.5,Oui,21635.65,9.17,19571.6,Toute l’année,5.6,Faible,125630.1,Pastèque
Rabat,Limoneux,6.47,364.5,23.1,Non,19491.56,8.19,22755.34,Toute l’année,4.6,Faible,130456.36,Pastèque
Ouarzazate,Limoneux,6.15,288.2,23.4,Non,23523.91,5.33,18136.6,Mars - Avril,4.1,Moyenne,67667.65,Pastèque
Agadir,Argileux,6.53,263.7,29.0,Non,20086.32,9.28,14262.4,Mai - Juin,5.6,Moyenne,92648.55,Pastèque
Meknès,Argileux,6.38,231.7,29.0,Oui,17810.05,7.91,14733.59,Septembre - Octobre,5.3,Moyenne,81579.89,Pastèque
Agadir,Argileux,6.05,222.0,27.5,Non,26013.32,9.94,11964.64,Toute l’année,3.9,Forte,83249.97,Pastèque
Meknès,Sableux,6.29,250.6,28.9,Oui,17449.8,8.91,20408.76,Mai - Juin,3.6,Forte,127289.44,Pastèque
Ouarzazate,Argileux,6.15,256.8,27.4,Non,19528.49,9.11,21793.9,Mai - Juin,3.3,Forte,138979.7,Pastèque
Fès,Limoneux,6.79,224.3,24.4,Oui,17781.87,4.77,15871.26,Septembre - Octobre,3.4,Forte,52994.14,Pastèque
Rabat,Argileux,6.87,324.9,24.9,Non,14050.59,5.83,19547.84,Toute l’année,5.9,Forte,79774.74,Pastèque
Ouarzazate,Limoneux,6.55,225.0,24.0,Non,25624.88,9.89,23973.54,Septembre - Octobre,5.7,Forte,165968.82,Pastèque
Rabat,Argileux,6.27,301.5,24.5,Oui,17609.54,6.21,22708.06,Mai - Juin,5.7,Moyenne,98711.94,Pastèque
Agadir,Sableux,6.11,343.1,23.2,Oui,17924.09,5.35,14159.9,Mai - Juin,4.6,Forte,53028.83,Pastèque
Fès,Limoneux,6.03,262.2,25.1,Non,23739.64,9.26,16887.41,Mars - Avril,5.7,Faible,109464.19,Pastèque
Fès,Sableux,6.12,286.2,29.2,Oui,16411.2,11.52,14843.88,Mai - Juin,5.7,Forte,119701.05,Pastèque
Meknès,Argileux,6.29,226.8,29.9,Non,22528.97,8.74,16836.99,Mai - Juin,4.3,Forte,103008.7,Pastèque
Ouarzazate,Limoneux,6.67,309.7,25.5,Oui,18474.22,8.12,18581.09,Mai - Juin,3.1,Faible,105614.92,Pastèque
Rabat,Argileux,6.92,208.1,22.6,Non,20749.19,8.13,21588.01,Mars - Avril,3.1,Faible,122857.36,Pastèque
Rabat,Limoneux,6.45,394.8,23.8,Oui,13161.79,11.18,17485.75,Mai - Juin,4.1,Moyenne,136843.48,Pastèque
Agadir,Argileux,6.06,245.3,22.0,Non,20958.64,9.18,20917.52,Mars - Avril,3.5,Forte,134415.98,Pastèque
Meknès,Argileux,6.4,311.4,22.0,Oui,16075.18,7.91,19905.86,Toute l’année,5.1,Forte,110218.75,Pastèque
Ouarzazate,Sableux,6.71,205.5,26.1,Oui,7414.0,6.01,20375.09,Mai - Juin,3.4,Faible,85718.0,Pastèque
Fès,Sableux,6.21,239.3,24.3,Non,13468.52,6.32,17853.29,Mai - Juin,4.5,Forte,78982.95,Pastèque
Meknès,Sableux,6.22,372.5,27.7,Non,17847.5,8.75,17955.67,Mars - Avril,3.8,Moyenne,109978.48,Pastèque
Agadir,Argileux,6.26,226.3,28.7,Non,30136.78,8.31,21130.6,Mars - Avril,5.7,Forte,122916.7,Pastèque
Fès,Limoneux,6.38,330.0,23.0,Oui,14228.81,5.82,17771.68,Toute l’année,6.0,Faible,72401.82,Pastèque
Ouarzazate,Argileux,6.89,344.4,27.5,Non,12759.38,4.14,21549.75,Toute l’année,3.1,Faible,62451.18,Pastèque
Meknès,Limoneux,6.8,222.3,22.7,Non,12072.89,3.56,18079.58,Toute l’année,4.9,Faible,45054.31,Pastèque
Ouarzazate,Argileux,6.38,366.2,28.7,Oui,18509.56,10.12,19902.64,Toute l’année,3.1,Forte,140990.3,Pastèque
Fès,Limoneux,6.11,359.9,23.2,Non,18597.51,6.09,17069.75,Septembre - Octobre,3.3,Forte,72768.34,Pastèque
Meknès,Limoneux,6.44,309.7,29.3,Non,19707.33,8.98,13549.69,Mai - Juin,5.6,Faible,85173.35,Pastèque
Fès,Sableux,6.49,272.5,25.0,Oui,12718.32,8.33,12837.16,Septembre - Octobre,3.9,Moyenne,74853.48,Pastèque
Meknès,Limoneux,6.94,331.4,22.2,Oui,15278.77,9.44,21741.22,Toute l’année,5.0,Forte,143665.98,Pastèque
Meknès,Limoneux,6.43,239.2,29.9,Non,17501.41,7.23,21816.16,Septembre - Octobre,3.8,Faible,110411.59,Pastèque
Rabat,Limoneux,6.85,389.7,27.9,Oui,23785.24,6.16,12477.4,Toute l’année,4.8,Moyenne,53802.55,Pastèque
Agadir,Limoneux,6.68,397.3,23.0,Non,13112.26,6.91,17636.35,Toute l’année,5.7,Faible,85307.02,Pastèque
Fès,Argileux,6.23,355.6,24.7,Oui,11941.98,6.9,18351.61,Septembre - Octobre,3.5,Forte,88638.28,Pastèque
Fès,Limoneux,6.78,330.0,25.4,Oui,14728.96,5.85,15699.91,Mars - Avril,4.2,Moyenne,64291.13,Pastèque
